9.35	5.7068
457.30000000000001	5.21585
647.70000000000005	4.90627
793.04999999999995	4.37835
915.45000000000005	4.03532
1023.4	3.69192
1121.1500000000001	3.48768
1211.25	3.31751
1295.4000000000001	2.87839
1373.5999999999999	2.67016
1447.55	2.47261
1518.95	2.24301
1586.0999999999999	2.13596
1650.7	2.0326
1713.5999999999999	1.8254
1773.0999999999999	1.74179
1831.75	1.63772
1887.8499999999999	1.38512
1943.0999999999999	1.39787
1995.8	1.31462
2047.6500000000001	1.23717
2098.6500000000001	1.28471
2147.9499999999998	1.18718
2196.4000000000001	1.05367
2243.1500000000001	0.960982
2289.9000000000001	0.95122
2334.9499999999998	0.770726
2379.1500000000001	0.812611
2423.3499999999999	0.647559
2465.8499999999999	0.80353
2508.3499999999999	0.765939
2550	0.588884
